id,date,user,department,software,seats,amount
1003,2023-03-05 00:59:02 +0530,Sheldon Cooper,Tech,Figma,1,14
1004,2023-01-14 13:50:25 +0530,Amy Farrah Fowler,Tech,Github,5,20
1005,2022-08-10 15:53:17 +0530,Priya Koothrappali,Sales,Slack,4,40
1006,2023-03-27 09:33:01 +0530,Wil Wheaton,Marketting,Height,2,6
1007,2022-08-04 05:58:18 +0530,Rostenkowski,Tech,Teams,5,25
1008,2022-07-25 20:36:55 +0530,Rostenkowski,Tech,Slack,1,10
1009,2022-08-28 08:38:24 +0530,Leonard Hofstadter,Tech,Discord,4,4
1010,2022-09-13 04:39:43 +0530,Denise,HR,Figma,4,56
1011,2023-03-11 19:03:04 +0530,Wil Wheaton,Marketting,Height,3,9
1012,2022-10-06 06:20:01 +0530,Emily Sweeney,HR,Zoho Crm,4,72
1013,2023-01-24 10:02:48 +0530,Barry Kripke,Customer Success,Apple,5,100
1014,2023-02-26 12:33:39 +0530,Priya Koothrappali,Sales,Height,2,6
1015,2023-04-17 08:04:24 +0530,Amy Farrah Fowler,Tech,Zoho Crm,4,72
1016,2022-12-20 19:49:50 +0530,Bert Kibbler,Customer Success,Sentry,3,15
1017,2023-02-07 20:38:06 +0530,Denise,HR,Appolo,4,68
1018,2023-04-22 01:52:22 +0530,Sheldon Cooper,Tech,Fullstory,5,55
1019,2023-04-10 19:28:26 +0530,Barry Kripke,Customer Success,Zapier,5,20
1020,2022-09-03 04:43:39 +0530,Amy Farrah Fowler,Tech,Slack,4,40
1021,2022-11-25 10:34:56 +0530,Emily Sweeney,HR,Figma,4,56
1022,2022-11-14 20:28:26 +0530,Bert Kibbler,Customer Success,Github,5,20
1023,2022-06-16 06:50:35 +0530,Denise,HR,Fullstory,4,44
1024,2023-04-28 13:15:11 +0530,Priya Koothrappali,Sales,Outplay,5,60
1025,2022-08-05 08:53:40 +0530,Amy Farrah Fowler,Tech,Outplay,5,60
1026,2022-10-17 00:07:12 +0530,Bert Kibbler,Customer Success,Github,5,20
1027,2022-11-01 21:14:40 +0530,Barry Kripke,Customer Success,Github,1,4
1028,2022-12-30 03:57:51 +0530,Amy Farrah Fowler,Tech,Zapier,1,4
1029,2022-07-20 01:53:41 +0530,Amy Farrah Fowler,Tech,Sentry,3,15
1030,2022-12-31 06:26:30 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,1,18
1031,2022-10-03 04:46:34 +0530,Dr. V.M. Koothrappali,Marketting,Google,5,10
1032,2022-05-31 09:16:54 +0530,Leslie Winkle,Tech,Discord,1,1
1033,2022-09-01 21:33:01 +0530,Dr. Beverly Hofstadter,Sales,Google,3,6
1034,2022-08-04 03:34:10 +0530,Rostenkowski,Tech,Outplay,4,48
1035,2022-06-20 00:47:17 +0530,Barry Kripke,Customer Success,Slack,3,30
1036,2023-01-14 10:24:43 +0530,Amy Farrah Fowler,Tech,Sentry,5,25
1037,2023-04-20 12:28:57 +0530,Sheldon Cooper,Tech,Outplay,4,48
1038,2022-12-30 16:54:43 +0530,Bert Kibbler,Customer Success,Sentry,3,15
1039,2023-03-25 21:43:30 +0530,Bert Kibbler,Customer Success,Zapier,5,20
1040,2023-02-14 11:39:11 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68
1041,2023-02-25 23:02:25 +0530,Leslie Winkle,Tech,Zapier,3,12
1042,2023-03-02 09:47:47 +0530,Bert Kibbler,Customer Success,Notion,2,14
1043,2022-06-21 09:01:13 +0530,Leonard Hofstadter,Tech,Teams,5,25
1044,2022-08-28 04:30:28 +0530,Priya Koothrappali,Sales,Appolo,5,85
1045,2023-01-19 14:31:38 +0530,Wil Wheaton,Marketting,Teams,3,15
1046,2022-12-21 02:53:39 +0530,Sheldon Cooper,Tech,Appolo,3,51
1047,2022-10-12 19:28:49 +0530,Leonard Hofstadter,Tech,Teams,2,10
1048,2023-02-27 09:14:16 +0530,Bert Kibbler,Customer Success,Github,2,8
1049,2022-05-11 02:00:40 +0530,Leslie Winkle,Tech,Zapier,3,12
1050,2022-08-01 03:16:49 +0530,Emily Sweeney,HR,Sentry,5,25
1051,2023-01-20 10:04:49 +0530,Amy Farrah Fowler,Tech,Outplay,5,60
1052,2023-04-08 07:16:13 +0530,Denise,HR,Sentry,1,5
1053,2023-05-01 09:00:58 +0530,Emily Sweeney,HR,Figma,4,56
1054,2023-02-15 05:46:52 +0530,Sheldon Cooper,Tech,Zoho Crm,3,54
1055,2022-10-29 03:39:01 +0530,Denise,HR,Appolo,2,34
1056,2023-04-04 17:39:34 +0530,Dr. Beverly Hofstadter,Sales,Notion,4,28
1057,2023-03-02 20:31:30 +0530,Wil Wheaton,Marketting,Zapier,5,20
1058,2022-12-02 10:18:18 +0530,Wil Wheaton,Marketting,Slack,1,10
1059,2023-04-27 13:00:15 +0530,Denise,HR,Fullstory,2,22
1060,2022-06-18 00:46:11 +0530,Amy Farrah Fowler,Tech,Notion,3,21
1061,2022-11-05 22:29:06 +0530,Denise,HR,Notion,3,21
1062,2023-02-13 13:10:07 +0530,Leonard Hofstadter,Tech,Sentry,4,20
1063,2022-10-25 12:42:25 +0530,Priya Koothrappali,Sales,Apple,3,60
1064,2022-06-29 07:38:51 +0530,Sheldon Cooper,Tech,Outplay,4,48
1065,2022-09-06 00:54:12 +0530,Amy Farrah Fowler,Tech,Outplay,1,12
1066,2022-10-06 04:42:48 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,5,60
1067,2022-08-07 12:45:47 +0530,Rostenkowski,Tech,Zoho Crm,4,72
1068,2022-09-16 19:26:37 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68
1069,2022-10-02 12:30:55 +0530,Barry Kripke,Customer Success,Zapier,5,20
1070,2023-04-01 22:04:55 +0530,Denise,HR,Circleci,2,18
1071,2023-04-22 19:27:59 +0530,Sheldon Cooper,Tech,Zapier,2,8
1072,2023-01-11 20:20:08 +0530,Wil Wheaton,Marketting,Sentry,1,5
1073,2023-04-30 16:36:19 +0530,Sheldon Cooper,Tech,Zapier,4,16
1074,2022-07-21 12:03:18 +0530,Emily Sweeney,HR,Apple,1,20
1075,2022-12-22 00:42:18 +0530,Leonard Hofstadter,Tech,Height,4,12
1076,2022-10-16 17:11:16 +0530,Leslie Winkle,Tech,Slack,4,40
1077,2023-05-08 18:25:41 +0530,Wil Wheaton,Marketting,Notion,4,28
1078,2022-05-15 03:26:16 +0530,Sheldon Cooper,Tech,Github,5,20
1079,2022-06-29 05:18:03 +0530,Sheldon Cooper,Tech,Appolo,4,68
1080,2022-06-23 01:57:28 +0530,Wil Wheaton,Marketting,Circleci,2,18
1081,2022-08-21 00:05:51 +0530,Denise,HR,Github,5,20
1082,2022-08-31 16:26:07 +0530,Wil Wheaton,Marketting,Discord,2,2
1083,2022-10-01 22:53:11 +0530,Emily Sweeney,HR,Fullstory,3,33
1084,2022-05-31 13:33:47 +0530,Dr. Beverly Hofstadter,Sales,Zapier,3,12
1085,2022-12-20 18:31:13 +0530,Emily Sweeney,HR,Github,3,12
1086,2022-09-16 13:44:57 +0530,Rostenkowski,Tech,Teams,4,20
1087,2022-12-03 04:23:21 +0530,Dr. V.M. Koothrappali,Marketting,Notion,1,7
1088,2022-11-20 03:16:32 +0530,Sheldon Cooper,Tech,Teams,1,5
1089,2022-06-08 07:29:42 +0530,Amy Farrah Fowler,Tech,Notion,2,14
1090,2022-07-02 11:16:51 +0530,Denise,HR,Discord,2,2
1091,2022-11-28 05:18:33 +0530,Barry Kripke,Customer Success,Outplay,1,12
1092,2022-10-11 06:52:50 +0530,Denise,HR,Google,1,2
1093,2022-09-07 18:35:51 +0530,Denise,HR,Google,2,4
1094,2022-11-08 21:59:37 +0530,Denise,HR,Circleci,2,18
1095,2022-11-30 19:13:41 +0530,Bert Kibbler,Customer Success,Notion,4,28
1096,2022-08-09 23:08:20 +0530,Amy Farrah Fowler,Tech,Notion,4,28
1097,2023-03-12 08:35:11 +0530,Priya Koothrappali,Sales,Github,4,16
1098,2023-04-06 00:04:11 +0530,Bert Kibbler,Customer Success,Github,1,4
1099,2022-10-22 02:39:15 +0530,Leslie Winkle,Tech,Height,3,9
1100,2023-01-11 04:09:52 +0530,Priya Koothrappali,Sales,Sentry,4,20
1101,2023-03-27 00:46:42 +0530,Bert Kibbler,Customer Success,Height,2,6
1102,2022-10-10 01:30:46 +0530,Sheldon Cooper,Tech,Figma,1,14
1103,2022-06-22 08:14:41 +0530,Rostenkowski,Tech,Outplay,3,36
1104,2022-07-05 11:56:16 +0530,Emily Sweeney,HR,Sentry,1,5
1105,2022-11-30 08:26:21 +0530,Rostenkowski,Tech,Apple,5,100
1106,2022-09-11 02:19:03 +0530,Amy Farrah Fowler,Tech,Zoho Crm,1,18
1107,2023-03-17 23:02:47 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,1,9
1108,2022-09-24 22:19:13 +0530,Leonard Hofstadter,Tech,Notion,3,21
1109,2022-06-05 01:22:37 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44
1110,2022-09-15 21:42:47 +0530,Dr. Beverly Hofstadter,Sales,Sentry,5,25
1111,2022-05-10 19:42:50 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,4,44
1112,2022-11-08 11:32:32 +0530,Dr. V.M. Koothrappali,Marketting,Github,4,16
1113,2022-09-26 17:13:15 +0530,Amy Farrah Fowler,Tech,Apple,2,40
1114,2022-10-23 02:25:40 +0530,Sheldon Cooper,Tech,Apple,5,100
1115,2022-09-09 10:38:38 +0530,Bert Kibbler,Customer Success,Figma,1,14
1116,2022-11-20 07:50:43 +0530,Bert Kibbler,Customer Success,Github,4,16
1117,2022-05-27 00:01:13 +0530,Rostenkowski,Tech,Outplay,5,60
1118,2023-03-13 02:51:52 +0530,Barry Kripke,Customer Success,Discord,5,5
1119,2022-09-21 03:02:15 +0530,Priya Koothrappali,Sales,Zapier,1,4
1120,2023-04-08 13:39:18 +0530,Dr. V.M. Koothrappali,Marketting,Apple,1,20
1121,2023-03-13 08:42:55 +0530,Amy Farrah Fowler,Tech,Teams,2,10
1122,2022-08-20 18:17:56 +0530,Bert Kibbler,Customer Success,Fullstory,1,11
1123,2022-08-11 04:17:55 +0530,Wil Wheaton,Marketting,Appolo,1,17
1124,2022-08-03 04:47:25 +0530,Barry Kripke,Customer Success,Discord,2,2
1125,2022-10-22 22:30:09 +0530,Bert Kibbler,Customer Success,Outplay,1,12
1126,2022-08-29 16:05:45 +0530,Wil Wheaton,Marketting,Discord,3,3
1127,2022-11-13 22:38:30 +0530,Amy Farrah Fowler,Tech,Outplay,4,48
1128,2022-05-13 04:52:15 +0530,Barry Kripke,Customer Success,Sentry,2,10
1129,2023-02-26 21:25:06 +0530,Sheldon Cooper,Tech,Zapier,4,16
1130,2022-08-19 05:50:38 +0530,Amy Farrah Fowler,Tech,Sentry,1,5
1131,2023-02-17 18:47:39 +0530,Denise,HR,Slack,4,40
1132,2022-10-16 02:48:10 +0530,Leslie Winkle,Tech,Outplay,4,48
1133,2023-02-25 16:14:09 +0530,Barry Kripke,Customer Success,Slack,1,10
1134,2022-11-18 05:29:24 +0530,Emily Sweeney,HR,Notion,1,7
1135,2022-05-15 07:13:14 +0530,Leonard Hofstadter,Tech,Apple,2,40
1136,2023-02-23 20:02:01 +0530,Dr. Beverly Hofstadter,Sales,Slack,5,50
1137,2022-09-11 09:11:25 +0530,Dr. Beverly Hofstadter,Sales,Height,4,12
1138,2022-06-20 00:17:39 +0530,Denise,HR,Google,4,8
1139,2022-12-05 07:48:50 +0530,Barry Kripke,Customer Success,Height,1,3
1140,2022-09-09 23:44:59 +0530,Amy Farrah Fowler,Tech,Github,5,20
1141,2022-07-15 02:01:08 +0530,Rostenkowski,Tech,Github,2,8
1142,2022-06-14 20:55:01 +0530,Denise,HR,Figma,3,42
1143,2022-08-24 02:58:16 +0530,Denise,HR,Zoho Crm,2,36
1144,2022-08-22 21:50:20 +0530,Amy Farrah Fowler,Tech,Apple,1,20
1145,2022-06-14 20:10:09 +0530,Dr. Beverly Hofstadter,Sales,Sentry,4,20
1146,2022-05-16 21:04:47 +0530,Dr. Beverly Hofstadter,Sales,Google,5,10
1147,2023-02-01 12:56:11 +0530,Sheldon Cooper,Tech,Circleci,3,27
1148,2022-12-07 10:32:23 +0530,Dr. Beverly Hofstadter,Sales,Slack,3,30
1149,2022-10-26 12:44:30 +0530,Emily Sweeney,HR,Sentry,5,25
1150,2022-07-11 21:29:18 +0530,Wil Wheaton,Marketting,Fullstory,4,44
1151,2023-03-30 12:16:56 +0530,Barry Kripke,Customer Success,Github,5,20
1152,2022-11-06 04:04:04 +0530,Leonard Hofstadter,Tech,Google,3,6
1153,2022-11-15 16:54:35 +0530,Sheldon Cooper,Tech,Fullstory,1,11
1154,2023-04-06 10:50:09 +0530,Sheldon Cooper,Tech,Appolo,1,17
1155,2023-02-03 05:11:00 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,2,34
1156,2022-05-24 11:15:50 +0530,Sheldon Cooper,Tech,Slack,2,20
1157,2022-07-01 21:32:01 +0530,Emily Sweeney,HR,Sentry,2,10
1158,2022-11-25 19:49:50 +0530,Dr. Beverly Hofstadter,Sales,Notion,1,7
1159,2023-01-02 20:48:58 +0530,Barry Kripke,Customer Success,Zapier,1,4
1160,2022-12-16 10:52:58 +0530,Rostenkowski,Tech,Google,2,4
1161,2023-03-27 01:30:05 +0530,Leslie Winkle,Tech,Github,3,12
1162,2022-09-07 09:19:27 +0530,Leonard Hofstadter,Tech,Figma,5,70
1163,2023-05-02 18:24:04 +0530,Amy Farrah Fowler,Tech,Apple,5,100
1164,2022-07-25 12:07:57 +0530,Barry Kripke,Customer Success,Sentry,1,5
1165,2023-03-01 13:23:18 +0530,Bert Kibbler,Customer Success,Discord,4,4
1166,2023-01-14 01:01:00 +0530,Priya Koothrappali,Sales,Slack,1,10
1167,2022-11-22 22:35:14 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45
1168,2022-07-30 08:34:27 +0530,Bert Kibbler,Customer Success,Height,1,3
1169,2022-11-13 02:12:48 +0530,Denise,HR,Apple,5,100
1170,2023-02-10 15:01:30 +0530,Denise,HR,Notion,2,14
1171,2023-04-22 18:09:36 +0530,Barry Kripke,Customer Success,Apple,1,20
1172,2023-05-06 08:27:37 +0530,Denise,HR,Teams,5,25
1173,2022-08-19 14:05:56 +0530,Leslie Winkle,Tech,Teams,3,15
1174,2023-01-31 04:05:18 +0530,Bert Kibbler,Customer Success,Appolo,5,85
1175,2022-11-23 18:24:14 +0530,Leslie Winkle,Tech,Slack,4,40
1176,2022-11-12 22:29:46 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,2,18
1177,2023-03-25 11:54:13 +0530,Barry Kripke,Customer Success,Slack,1,10
1178,2022-10-12 03:42:08 +0530,Leslie Winkle,Tech,Apple,2,40
1179,2022-06-29 23:14:25 +0530,Barry Kripke,Customer Success,Fullstory,5,55
1180,2022-09-17 07:05:01 +0530,Dr. Beverly Hofstadter,Sales,Discord,5,5
1181,2022-12-23 17:03:53 +0530,Sheldon Cooper,Tech,Outplay,3,36
1182,2022-12-20 05:01:03 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,1,11
1183,2022-11-18 12:30:17 +0530,Priya Koothrappali,Sales,Teams,3,15
1184,2022-08-10 11:27:12 +0530,Sheldon Cooper,Tech,Figma,2,28
1185,2023-02-15 00:41:11 +0530,Priya Koothrappali,Sales,Discord,3,3
1186,2022-12-06 18:41:09 +0530,Rostenkowski,Tech,Slack,5,50
1187,2023-03-02 09:25:19 +0530,Priya Koothrappali,Sales,Google,3,6
1188,2023-03-14 04:34:09 +0530,Wil Wheaton,Marketting,Github,4,16
1189,2023-02-12 19:25:32 +0530,Rostenkowski,Tech,Zoho Crm,5,90
1190,2022-05-14 19:22:01 +0530,Sheldon Cooper,Tech,Height,3,9
1191,2022-06-14 13:57:15 +0530,Dr. Beverly Hofstadter,Sales,Google,3,6
1192,2023-03-26 20:22:06 +0530,Amy Farrah Fowler,Tech,Figma,2,28
1193,2023-05-04 09:06:11 +0530,Emily Sweeney,HR,Google,4,8
1194,2023-04-29 11:07:35 +0530,Emily Sweeney,HR,Teams,2,10
1195,2023-03-18 10:00:27 +0530,Bert Kibbler,Customer Success,Slack,3,30
1196,2023-03-25 00:16:41 +0530,Priya Koothrappali,Sales,Zoho Crm,4,72
1197,2022-10-17 09:16:59 +0530,Rostenkowski,Tech,Google,1,2
1198,2022-09-29 23:31:21 +0530,Emily Sweeney,HR,Outplay,1,12
1199,2023-04-18 08:08:44 +0530,Emily Sweeney,HR,Sentry,1,5
1200,2022-11-13 08:47:41 +0530,Sheldon Cooper,Tech,Height,1,3
1201,2023-02-09 08:59:58 +0530,Rostenkowski,Tech,Appolo,2,34
1202,2023-03-08 12:27:37 +0530,Sheldon Cooper,Tech,Apple,5,100
1203,2022-12-30 14:12:02 +0530,Emily Sweeney,HR,Github,5,20
1204,2023-03-02 11:03:24 +0530,Dr. V.M. Koothrappali,Marketting,Discord,1,1
1205,2022-10-19 19:57:20 +0530,Priya Koothrappali,Sales,Outplay,4,48
1206,2022-05-24 11:03:15 +0530,Emily Sweeney,HR,Apple,5,100
1207,2022-10-11 23:46:30 +0530,Dr. Beverly Hofstadter,Sales,Apple,4,80
1208,2022-07-30 03:30:25 +0530,Barry Kripke,Customer Success,Teams,5,25
1209,2022-06-30 21:18:56 +0530,Wil Wheaton,Marketting,Github,5,20
1210,2022-08-13 07:31:43 +0530,Priya Koothrappali,Sales,Sentry,1,5
1211,2022-11-10 07:50:14 +0530,Wil Wheaton,Marketting,Discord,2,2
1212,2023-01-23 19:35:35 +0530,Bert Kibbler,Customer Success,Discord,1,1
1213,2022-05-31 09:18:18 +0530,Dr. V.M. Koothrappali,Marketting,Teams,4,20
1214,2022-09-04 03:18:25 +0530,Wil Wheaton,Marketting,Circleci,2,18
1215,2023-01-16 15:38:24 +0530,Dr. Beverly Hofstadter,Sales,Teams,5,25
1216,2022-06-25 23:43:48 +0530,Priya Koothrappali,Sales,Height,5,15
1217,2023-02-07 00:46:05 +0530,Wil Wheaton,Marketting,Sentry,5,25
1218,2022-07-17 21:27:17 +0530,Dr. V.M. Koothrappali,Marketting,Github,3,12
1219,2023-03-01 20:54:29 +0530,Denise,HR,Zoho Crm,2,36
1220,2022-12-11 04:43:17 +0530,Emily Sweeney,HR,Outplay,2,24
1221,2022-10-13 14:13:08 +0530,Priya Koothrappali,Sales,Outplay,1,12
1222,2023-03-23 03:58:49 +0530,Emily Sweeney,HR,Teams,3,15
1223,2022-09-09 17:16:59 +0530,Leonard Hofstadter,Tech,Outplay,1,12
1224,2022-09-10 15:53:10 +0530,Leslie Winkle,Tech,Fullstory,2,22
1225,2023-04-16 06:32:03 +0530,Barry Kripke,Customer Success,Fullstory,2,22
1226,2023-04-21 03:07:28 +0530,Leonard Hofstadter,Tech,Outplay,5,60
1227,2022-08-12 18:20:36 +0530,Dr. V.M. Koothrappali,Marketting,Github,5,20
1228,2022-08-22 05:21:59 +0530,Emily Sweeney,HR,Zapier,2,8
1229,2023-04-28 10:46:31 +0530,Wil Wheaton,Marketting,Slack,3,30
1230,2022-10-22 21:11:46 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,5,60
1231,2022-06-05 13:24:35 +0530,Amy Farrah Fowler,Tech,Google,1,2
1232,2022-09-22 05:08:00 +0530,Denise,HR,Apple,4,80
1233,2023-05-06 12:17:00 +0530,Denise,HR,Discord,1,1
1234,2023-01-17 07:53:07 +0530,Dr. Beverly Hofstadter,Sales,Circleci,4,36
1235,2023-04-27 09:26:43 +0530,Denise,HR,Notion,5,35
1236,2023-02-18 21:54:34 +0530,Rostenkowski,Tech,Notion,1,7
1237,2022-07-30 05:02:53 +0530,Wil Wheaton,Marketting,Slack,1,10
1238,2022-08-30 02:55:55 +0530,Wil Wheaton,Marketting,Apple,1,20
1239,2023-04-25 15:24:38 +0530,Denise,HR,Zapier,2,8
1240,2023-02-02 06:30:49 +0530,Sheldon Cooper,Tech,Zapier,3,12
1241,2022-12-18 22:20:25 +0530,Amy Farrah Fowler,Tech,Apple,3,60
1242,2023-04-30 11:46:49 +0530,Priya Koothrappali,Sales,Appolo,1,17
1243,2022-09-11 08:39:03 +0530,Dr. Beverly Hofstadter,Sales,Notion,2,14
1244,2022-11-18 23:34:54 +0530,Sheldon Cooper,Tech,Discord,3,3
1245,2023-01-08 23:39:09 +0530,Bert Kibbler,Customer Success,Google,4,8
1246,2022-07-14 11:04:27 +0530,Leonard Hofstadter,Tech,Circleci,2,18
1247,2023-02-01 08:25:54 +0530,Priya Koothrappali,Sales,Zoho Crm,4,72
1248,2022-07-26 09:55:58 +0530,Bert Kibbler,Customer Success,Discord,3,3
1249,2022-06-10 16:59:42 +0530,Barry Kripke,Customer Success,Google,2,4
1250,2022-07-29 17:28:46 +0530,Emily Sweeney,HR,Fullstory,3,33
1251,2023-01-21 00:53:56 +0530,Emily Sweeney,HR,Slack,1,10
1252,2022-05-12 13:55:16 +0530,Denise,HR,Fullstory,4,44
1253,2022-07-03 01:28:19 +0530,Amy Farrah Fowler,Tech,Figma,1,14
1254,2022-07-31 03:32:09 +0530,Emily Sweeney,HR,Zapier,2,8
1255,2022-11-08 18:36:36 +0530,Rostenkowski,Tech,Circleci,5,45
1256,2022-09-14 22:36:31 +0530,Leonard Hofstadter,Tech,Apple,5,100
1257,2023-01-01 10:11:13 +0530,Barry Kripke,Customer Success,Discord,3,3
1258,2023-03-22 01:59:29 +0530,Priya Koothrappali,Sales,Sentry,2,10
1259,2022-12-02 04:03:15 +0530,Amy Farrah Fowler,Tech,Figma,4,56
1260,2022-09-08 05:55:57 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40
1261,2022-12-16 20:05:41 +0530,Leonard Hofstadter,Tech,Appolo,2,34
1262,2023-04-25 23:52:39 +0530,Amy Farrah Fowler,Tech,Discord,1,1
1263,2022-12-05 03:41:33 +0530,Wil Wheaton,Marketting,Zoho Crm,4,72
1264,2022-12-17 17:36:15 +0530,Wil Wheaton,Marketting,Discord,4,4
1265,2023-02-07 18:48:25 +0530,Emily Sweeney,HR,Zapier,5,20
1266,2022-06-12 06:11:31 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48
1267,2022-05-24 15:03:28 +0530,Leonard Hofstadter,Tech,Circleci,4,36
1268,2023-04-18 07:13:01 +0530,Barry Kripke,Customer Success,Apple,4,80
1269,2022-12-09 09:28:50 +0530,Bert Kibbler,Customer Success,Sentry,5,25
1270,2022-06-10 20:04:17 +0530,Leonard Hofstadter,Tech,Figma,4,56
1271,2022-10-24 21:51:44 +0530,Emily Sweeney,HR,Appolo,1,17
1272,2023-02-20 23:00:39 +0530,Barry Kripke,Customer Success,Figma,4,56
1273,2022-08-20 03:07:40 +0530,Wil Wheaton,Marketting,Circleci,2,18
1274,2023-03-29 00:54:28 +0530,Wil Wheaton,Marketting,Teams,1,5
1275,2022-11-23 01:34:11 +0530,Wil Wheaton,Marketting,Google,4,8
1276,2023-05-05 05:04:03 +0530,Leonard Hofstadter,Tech,Zoho Crm,2,36
1277,2022-05-18 05:08:36 +0530,Priya Koothrappali,Sales,Discord,1,1
1278,2022-07-26 19:04:19 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,1,12
1279,2023-05-01 11:34:48 +0530,Leslie Winkle,Tech,Zapier,1,4
1280,2022-11-15 05:20:33 +0530,Leonard Hofstadter,Tech,Slack,1,10
1281,2022-05-26 00:46:35 +0530,Wil Wheaton,Marketting,Fullstory,5,55
1282,2023-02-15 18:52:38 +0530,Amy Farrah Fowler,Tech,Fullstory,5,55
1283,2023-03-12 17:19:07 +0530,Emily Sweeney,HR,Teams,4,20
1284,2023-05-10 04:35:16 +0530,Dr. V.M. Koothrappali,Marketting,Google,1,2
1285,2022-06-02 23:21:23 +0530,Priya Koothrappali,Sales,Notion,3,21
1286,2023-03-17 04:22:35 +0530,Dr. Beverly Hofstadter,Sales,Discord,1,1
1287,2023-02-16 21:19:13 +0530,Priya Koothrappali,Sales,Figma,3,42
1288,2023-03-05 02:18:45 +0530,Rostenkowski,Tech,Teams,3,15
1289,2023-01-07 23:47:14 +0530,Sheldon Cooper,Tech,Outplay,3,36
1290,2022-05-29 09:59:23 +0530,Bert Kibbler,Customer Success,Notion,2,14
1291,2022-10-18 15:53:05 +0530,Denise,HR,Height,5,15
1292,2023-02-23 10:45:51 +0530,Dr. V.M. Koothrappali,Marketting,Slack,4,40
1293,2022-08-08 18:26:34 +0530,Leonard Hofstadter,Tech,Appolo,2,34
1294,2022-06-08 09:13:54 +0530,Amy Farrah Fowler,Tech,Sentry,3,15
1295,2023-03-27 04:23:58 +0530,Denise,HR,Slack,1,10
1296,2022-07-30 19:16:46 +0530,Emily Sweeney,HR,Figma,3,42
1297,2023-02-05 00:22:50 +0530,Amy Farrah Fowler,Tech,Figma,2,28
1298,2023-03-26 12:16:37 +0530,Dr. V.M. Koothrappali,Marketting,Figma,1,14
1299,2023-02-15 18:17:36 +0530,Priya Koothrappali,Sales,Sentry,5,25
1300,2023-03-27 04:34:04 +0530,Wil Wheaton,Marketting,Notion,5,35
1301,2022-05-25 17:58:17 +0530,Emily Sweeney,HR,Circleci,1,9
1302,2023-03-19 11:35:10 +0530,Priya Koothrappali,Sales,Appolo,5,85
1303,2022-10-11 00:22:48 +0530,Emily Sweeney,HR,Teams,5,25
1304,2023-05-05 01:37:23 +0530,Leonard Hofstadter,Tech,Figma,3,42
1305,2023-04-02 23:27:01 +0530,Amy Farrah Fowler,Tech,Figma,5,70
1306,2023-05-05 14:19:24 +0530,Barry Kripke,Customer Success,Appolo,1,17
1307,2023-03-08 15:53:48 +0530,Sheldon Cooper,Tech,Outplay,2,24
1308,2022-05-21 16:50:33 +0530,Barry Kripke,Customer Success,Circleci,5,45
1309,2023-02-21 21:27:34 +0530,Sheldon Cooper,Tech,Appolo,5,85
1310,2022-07-20 12:14:22 +0530,Amy Farrah Fowler,Tech,Sentry,5,25
1311,2022-05-26 20:52:43 +0530,Barry Kripke,Customer Success,Teams,3,15
1312,2022-09-23 16:49:43 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,1,11
1313,2022-07-06 06:28:41 +0530,Priya Koothrappali,Sales,Circleci,4,36
1314,2022-12-11 18:00:00 +0530,Emily Sweeney,HR,Outplay,4,48
1315,2022-08-24 01:10:47 +0530,Dr. Beverly Hofstadter,Sales,Circleci,3,27
1316,2023-01-13 19:41:58 +0530,Denise,HR,Sentry,1,5
1317,2023-04-21 17:25:23 +0530,Sheldon Cooper,Tech,Github,4,16
1318,2022-10-17 04:53:09 +0530,Leonard Hofstadter,Tech,Apple,5,100
1319,2023-04-01 22:40:43 +0530,Rostenkowski,Tech,Zoho Crm,3,54
1320,2022-12-07 22:34:13 +0530,Leslie Winkle,Tech,Teams,5,25
1321,2022-10-19 05:50:03 +0530,Dr. Beverly Hofstadter,Sales,Outplay,2,24
1322,2022-05-24 04:51:31 +0530,Rostenkowski,Tech,Fullstory,1,11
1323,2022-12-03 09:56:02 +0530,Amy Farrah Fowler,Tech,Height,3,9
1324,2023-02-24 19:13:05 +0530,Denise,HR,Apple,1,20
1325,2023-01-15 09:11:42 +0530,Dr. Beverly Hofstadter,Sales,Slack,1,10
1326,2023-01-07 00:01:29 +0530,Sheldon Cooper,Tech,Discord,4,4
1327,2023-04-12 05:41:07 +0530,Dr. Beverly Hofstadter,Sales,Figma,3,42
1328,2022-12-19 13:16:21 +0530,Leslie Winkle,Tech,Teams,2,10
1329,2023-05-07 11:15:47 +0530,Emily Sweeney,HR,Google,3,6
1330,2022-10-04 17:05:57 +0530,Leonard Hofstadter,Tech,Github,3,12
